type_freq_dropped	filename	weighted	mean_ent_uncond	actual_ent	MI	difference	log_type_freq
490	2_pairwise_numbers/drop1_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.49481250714689	1.36365231525702	1.13116019188987	-0.00343043161557999	6.19440539110467
40	2_pairwise_numbers/drop2_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.5522656478506	1.35951775571146	1.19274789213914	0.000704127929979981	3.68887945411394
30	2_pairwise_numbers/drop3_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.55167623274857	1.36212093305967	1.1895552996889	-0.00189904941823005	3.40119738166216
7408	2_pairwise_numbers/drop4_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54485220380376	1.35880524237563	1.18604696142813	0.00141664126580987	8.91031577632602
5	2_pairwise_numbers/drop5_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.548149048054	1.35610437889854	1.19204466915546	0.00411750474289985	1.6094379124341
107	2_pairwise_numbers/drop6_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54792810137075	1.35697869956828	1.19094940180248	0.00324318407315993	4.67282883446191
77	2_pairwise_numbers/drop7_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.55040406168959	1.36106207607868	1.18934198561091	-0.000840192437240095	4.34380542185368
4890	2_pairwise_numbers/drop8_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54806663453222	1.360965739904	1.18710089462822	-0.000743856262560127	8.49494758246892
25	2_pairwise_numbers/drop9_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54643343339381	1.35546700207039	1.19096643132342	0.00475488157104986	3.2188758248682
13	2_pairwise_numbers/drop10_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54679446347324	1.35898180025054	1.1878126632227	0.00124008339089987	2.56494935746154
15740	2_pairwise_numbers/drop11_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.55190086110883	1.35952269931681	1.19237816179202	0.000699184324630009	9.66396052197139
1191	2_pairwise_numbers/drop12_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54809557955418	1.3596610212443	1.18843455830989	0.000560862397139816	7.0825485693553
4	2_pairwise_numbers/drop13_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.5513114460068	1.36251437705353	1.18879706895327	-0.00229249341209004	1.38629436111989
1	2_pairwise_numbers/drop14_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54930290617633	1.34991217414381	1.19939073203252	0.0103097094976299	0
35	2_pairwise_numbers/drop15_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.55003927494782	1.35893406514026	1.19110520980756	0.00128781850117998	3.55534806148941
113	2_pairwise_numbers/drop16_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.52283946033358	1.35004003262746	1.17279942770613	0.0101818510139799	4.72738781871234
16	2_pairwise_numbers/drop17_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54770184779046	1.36112233833669	1.18657950945376	-0.000900454695250019	2.77258872223978
1	2_pairwise_numbers/drop18_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54606864665204	1.35606351163487	1.19000513501716	0.00415837200656988	0
36	2_pairwise_numbers/drop19_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54278482299849	1.35876327603914	1.18402154695935	0.00145860760229999	3.58351893845611
3725	2_pairwise_numbers/drop20_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54263973958343	1.35078458633485	1.19185515324858	0.00943729730658993	8.22282213081366
7	2_pairwise_numbers/drop21_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54833668088432	1.35931947114426	1.18901720974006	0.000902412497179927	1.94591014905531
9	2_pairwise_numbers/drop22_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54828875206207	1.35905069109582	1.18923806096625	0.00117119254561993	2.19722457733622
84	2_pairwise_numbers/drop23_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.55150461851469	1.36229254729355	1.18921207122114	-0.00207066365211017	4.43081679884331
5458	2_pairwise_numbers/drop24_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54468058956988	1.35858835622101	1.18609223334887	0.00163352742042999	8.60483770126828
4	2_pairwise_numbers/drop25_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54813823248037	1.3494870196983	1.19865121278208	0.0107348639431399	1.38629436111989
13	2_pairwise_numbers/drop26_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54775648713687	1.35559631224816	1.19216017488872	0.0046255713932799	2.56494935746154
2	2_pairwise_numbers/drop27_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.5502324474557	1.36123369031256	1.18899875714315	-0.00101180667112	0.693147180559945
380	2_pairwise_numbers/drop28_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54789502029834	1.36113735413788	1.18675766616046	-0.00091547049644003	5.94017125272043
33	2_pairwise_numbers/drop29_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54626181915993	1.35641561708127	1.18984620207866	0.00380626656016991	3.49650756146648
1	2_pairwise_numbers/drop30_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.54662284923936	1.35915341448442	1.18746943475494	0.00106846915701997	0
107	2_pairwise_numbers/drop31_russian_classes_79_entropy_nonweighted_Rcalc.txt	0	2.55258173124047	1.35754243597183	1.19503929526864	0.00267944766960992	4.67282883446191
